NAME                                                                                 VERSION                                                  TYPE                           
libsfdo                                                                              0.1.4-1                                                  alpm                            
libsm                                                                                1.2.6-1                                                  alpm                            
libsndfile                                                                           1.2.2-4                                                  alpm                            
libsodium                                                                            1.0.22-1                                                 alpm                            
libsoup3                                                                             3.6.6-2                                                  alpm                            
libsoxr                                                                              0.1.3-5                                                  alpm                            
libssc                                                                               0.4.4-1                                                  alpm                            
libssh                                                                               0.12.0-1                                                 alpm                            
libssh2                                                                              1.11.1-5                                                 alpm                            
libstdc++                                                                            16.1.1+r346+g4e03491b401d-1                              alpm                            
libstemmer                                                                           3.1.1-1                                                  alpm                            
libsysprof-capture                                                                   50.0-2                                                   alpm                            
libtasn1                                                                             4.21.0-1                                                 alpm                            
libtatsu                                                                             1.0.5-1                                                  alpm                            
libthai                                                                              0.1.30-1                                                 alpm                            
libtheora                                                                            1.2.0-1                                                  alpm                            
libtiff                                                                              4.7.2-1                                                  alpm                            
libtirpc                                                                             1.3.7-1                                                  alpm                            
libtommath                                                                           1.3.0-2                                                  alpm                            
libtool                                                                              2.6.1-2                                                  alpm                            
libtsan                                                                              16.1.1+r346+g4e03491b401d-1                              alpm                            
libubsan                                                                             16.1.1+r346+g4e03491b401d-1                              alpm                            
libunibreak                                                                          7.0-1                                                    alpm                            
libunistring                                                                         1.4.2-1                                                  alpm                            
libunwind                                                                            1.8.2-1                                                  alpm                            
liburing                                                                             2.15-1                                                   alpm                            
libusb                                                                               1.0.30-1                                                 alpm                            
libusbmuxd                                                                           2.1.1-2                                                  alpm                            
libutempter                                                                          1.2.3-1                                                  alpm                            
libutf8proc                                                                          2.11.3-1                                                 alpm                            
libuv                                                                                1.52.1-1                                                 alpm                            
libva                                                                                2.24.1-1                                                 alpm                            
libvdpau                                                                             1.5-4                                                    alpm                            
libverto                                                                             0.3.2-6                                                  alpm                            
libvorbis                                                                            1.3.7-4                                                  alpm                            
libvpl                                                                               2.17.0-1                                                 alpm                            
libvpx                                                                               1.16.0-3                                                 alpm                            
libwacom                                                                             2.19.0-1                                                 alpm                            
libwbclient                                                                          2:4.24.4-1                                               alpm                            
libwebp                                                                              1.6.0-2                                                  alpm                            
libwireplumber                                                                       0.5.15-1                                                 alpm                            
libx11                                                                               1.8.13-1                                                 alpm                            
libxau                                                                               1.0.12-1                                                 alpm                            
libxaw                                                                               1.0.16-2                                                 alpm                            
libxcb                                                                               1.17.0-1                                                 alpm                            
libxcomposite                                                                        0.4.7-1                                                  alpm                            
libxcrypt                                                                            4.5.2-1                                                  alpm                            
libxcursor                                                                           1.2.3-1                                                  alpm                            
libxcvt                                                                              0.1.3-1                                                  alpm                            
libxdamage                                                                           1.1.7-1                                                  alpm                            
libxdmcp                                                                             1.1.5-2                                                  alpm                            
libxext                                                                              1.3.7-1                                                  alpm                            
libxfce4util                                                                         4.20.1-1                                                 alpm                            
libxfixes                                                                            6.0.2-1                                                  alpm                            
libxfont2                                                                            2.0.8-1                                                  alpm                            
libxft                                                                               2.3.9-1                                                  alpm                            
libxi                                                                                1.8.3-1                                                  alpm                            
libxinerama                                                                          1.1.6-1                                                  alpm                            
libxkbcommon                                                                         1.13.2-1                                                 alpm                            
libxkbcommon-x11                                                                     1.13.2-1                                                 alpm                            
libxkbfile                                                                           1.2.0-1                                                  alpm                            
libxml2                                                                              2.15.3-1                                                 alpm                            
libxmlb                                                                              0.3.28-1                                                 alpm                            
libxmu                                                                               1.3.1-1                                                  alpm                            
libxpm                                                                               3.5.19-1                                                 alpm                            
libxrandr                                                                            1.5.5-1                                                  alpm                            
libxrender                                                                           0.9.12-1                                                 alpm                            
libxshmfence                                                                         1.3.3-1                                                  alpm                            
libxslt                                                                              1.1.45-2                                                 alpm                            
libxss                                                                               1.2.5-1                                                  alpm                            
libxt                                                                                1.3.1-1                                                  alpm                            
libxtst                                                                              1.2.5-1                                                  alpm                            
libxv                                                                                1.0.13-1                                                 alpm                            
libxvmc                                                                              1.0.15-1                                                 alpm                            
libxxf86vm                                                                           1.1.7-1                                                  alpm                            
libyaml                                                                              0.2.5-3                                                  alpm                            
libzip                                                                               1.11.4-1                                                 alpm                            
lie                                                                                  3.3.0                                                    npm                             
linkedom                                                                             0.18.12                                                  npm                             
linkify-it                                                                           3.0.3                                                    npm                             
linkify-it                                                                           5.0.0                                                    npm                             
linux-api-headers                                                                    7.1-1                                                    alpm                            
linux-headers                                                                        7.1.3.arch1-1                                            alpm                            
linux-raw-sys                                                                        0.12.1                                                   rust-crate    (+1 duplicate)    
linux-raw-sys                                                                        0.4.15                                                   rust-crate    (+1 duplicate)    
litehtml0.9                                                                          0.9-2                                                    alpm                            
litemap                                                                              0.8.1                                                    rust-crate    (+1 duplicate)    
lld                                                                                  22.1.8-1                                                 alpm                            
llhttp                                                                               9.3.1-1                                                  alpm                            
llvm-libs                                                                            22.1.8-1                                                 alpm                            
lm-studio                                                                            0.4.19+2                                                 npm                             
lm_sensors                                                                           1:3.6.2-1                                                alpm                            
lmdb                                                                                 0.9.35-1                                                 alpm                            
lmstudio                                                                             1.5.0                                                    python                          
lmstudio.ai/lmlink-connector                                                         UNKNOWN                                                  go-module     (+1 duplicate)    
locate-path                                                                          5.0.0                                                    npm                             
lock_api                                                                             0.4.14                                                   rust-crate    (+1 duplicate)    
lodash                                                                               4.18.1                                                   npm                             
lodash.camelcase                                                                     4.3.0                                                    npm                             
lodash.includes                                                                      4.3.0                                                    npm           (+1 duplicate)    
lodash.isboolean                                                                     3.0.3                                                    npm           (+1 duplicate)    
lodash.isinteger                                                                     4.0.4                                                    npm           (+1 duplicate)    
lodash.isnumber                                                                      3.0.3                                                    npm           (+1 duplicate)    
lodash.isplainobject                                                                 4.0.6                                                    npm           (+1 duplicate)    
lodash.isstring                                                                      4.0.1                                                    npm           (+1 duplicate)    
lodash.once                                                                          4.1.1                                                    npm           (+1 duplicate)    
log                                                                                  0.4.29                                                   rust-crate    (+1 duplicate)    
log                                                                                  10.0.0                                                   npm                             
logform                                                                              2.7.0                                                    npm                             
long                                                                                 5.3.2                                                    npm           (+2 duplicates)   
loose-envify                                                                         1.4.0                                                    npm                             
lru-cache                                                                            10.3.0                                                   npm                             
lru-cache                                                                            11.1.0                                                   npm                             
lru-cache                                                                            11.5.1                                                   npm           (+1 duplicate)    
lru-cache                                                                            11.5.2                                                   npm                             
lru-cache                                                                            6.0.0                                                    npm                             
lru-slab                                                                             0.1.2                                                    rust-crate    (+1 duplicate)    
lua                                                                                  10.0.0                                                   npm                             
lua                                                                                  5.5.0-2                                                  alpm                            
lua54                                                                                5.4.8-6                                                  alpm                            
lz4                                                                                  1:1.10.0-2                                               alpm                            
lzma-sys                                                                             0.1.20                                                   rust-crate    (+1 duplicate)    
lzo                                                                                  2.10-5                                                   alpm                            
m4                                                                                   1.4.21-2                                                 alpm                            
mailcap                                                                              2.1.54-2                                                 alpm                            
mailparse                                                                            0.16.1                                                   rust-crate    (+1 duplicate)    
make                                                                                 10.0.0                                                   npm                             
make                                                                                 4.4.1-3                                                  alpm                            
make-fetch-happen                                                                    16.0.1                                                   npm                             
mariadb                                                                              12.3.2-3                                                 alpm                            
mariadb-clients                                                                      12.3.2-3                                                 alpm                            
mariadb-libs                                                                         12.3.2-3                                                 alpm                            
markdown                                                                             10.0.0                                                   npm                             
markdown-it                                                                          12.3.2                                                   npm                             
markdown-it                                                                          14.1.1                                                   npm                             
markdown-language-features                                                           10.0.0                                                   npm                             
markdown-math                                                                        10.0.0                                                   npm                             
marked                                                                               15.0.12                                                  npm                             
markupsafe                                                                           3.0.3                                                    python                          
matchers                                                                             0.2.0                                                    rust-crate    (+1 duplicate)    
math-intrinsics                                                                      1.1.0                                                    npm           (+3 duplicates)   
md-5                                                                                 0.10.6                                                   rust-crate    (+1 duplicate)    
md4c                                                                                 0.5.3-1                                                  alpm                            
mdadm                                                                                4.6-2                                                    alpm                            
mdurl                                                                                1.0.1                                                    npm                             
mdurl                                                                                2.0.0                                                    npm                             
media-player-info                                                                    26-1                                                     alpm                            
media-preview                                                                        10.0.0                                                   npm                             
media-typer                                                                          1.1.0                                                    npm           (+2 duplicates)   
memchr                                                                               2.8.2                                                    rust-crate    (+1 duplicate)    
memmap2                                                                              0.9.10                                                   rust-crate    (+1 duplicate)    
merge-conflict                                                                       10.0.0                                                   npm                             
merge-descriptors                                                                    2.0.0                                                    npm           (+2 duplicates)   
mermaid-markdown-features                                                            10.0.0                                                   npm                             
mesa                                                                                 1:26.1.4-1                                               alpm                            
microsoft-authentication                                                             0.0.1                                                    npm                             
miette                                                                               7.6.0                                                    rust-crate    (+1 duplicate)    
miller-rabin                                                                         4.0.1                                                    npm                             
milou                                                                                6.7.2-1                                                  alpm                            
mime                                                                                 0.3.17                                                   rust-crate    (+1 duplicate)    
mime                                                                                 1.6.0                                                    npm                             
mime-db                                                                              1.52.0                                                   npm           (+1 duplicate)    
mime-db                                                                              1.54.0                                                   npm           (+4 duplicates)   
mime-types                                                                           2.1.35                                                   npm           (+1 duplicate)    
mime-types                                                                           3.0.1                                                    npm                             
mime-types                                                                           3.0.2                                                    npm           (+3 duplicates)   
mime_guess                                                                           2.0.5                                                    rust-crate    (+1 duplicate)    
mimic-response                                                                       3.1.0                                                    npm                             
minimal-lexical                                                                      0.2.1                                                    rust-crate    (+1 duplicate)    
minimalistic-assert                                                                  1.0.1                                                    npm                             
minimatch                                                                            10.2.4                                                   npm                             
minimatch                                                                            10.2.5                                                   npm           (+1 duplicate)    
minimatch                                                                            3.1.5                                                    npm                             
minimatch                                                                            5.1.9                                                    npm                             
minimatch                                                                            9.0.9                                                    npm                             
minimist                                                                             1.2.8                                                    npm           (+1 duplicate)    
minipass                                                                             3.3.6                                                    npm                             
minipass                                                                             7.1.3                                                    npm           (+3 duplicates)   
minipass-collect                                                                     2.0.1                                                    npm                             
minipass-fetch                                                                       6.0.0                                                    npm           (+1 duplicate)    
minipass-flush                                                                       1.0.6                                                    npm                             
minipass-pipeline                                                                    1.2.4                                                    npm                             
minipass-sized                                                                       2.0.0                                                    npm                             
miniz_oxide                                                                          0.8.9                                                    rust-crate    (+1 duplicate)    
minizip                                                                              1:1.3.2-3                                                alpm                            
minizlib                                                                             3.1.0                                                    npm           (+3 duplicates)   
mio                                                                                  1.2.0                                                    rust-crate    (+1 duplicate)    
mkdirp                                                                               0.5.6                                                    npm                             
mkdirp                                                                               1.0.4                                                    npm                             
mkdirp-classic                                                                       0.5.3                                                    npm                             
module-details-from-path                                                             1.0.3                                                    npm                             
more-itertools                                                                       10.3.0                                                   python        (+1 duplicate)    
more-itertools                                                                       10.8.0                                                   python                          
moxcms                                                                               0.8.1                                                    rust-crate    (+1 duplicate)    
mpdecimal                                                                            4.0.1-3                                                  alpm                            
mpfr                                                                                 4.2.2-1                                                  alpm                            
mpg123                                                                               1.33.5-1                                                 alpm                            
ms                                                                                   2.0.0                                                    npm                             
ms                                                                                   2.1.3                                                    npm           (+4 duplicates)   
msgpack                                                                              1.2.1                                                    python                          
msgpackr                                                                             2.0.4                                                    npm                             
msgpackr-extract                                                                     3.0.4                                                    npm                             
msgspec                                                                              0.21.1                                                   python                          
mtdev                                                                                1.1.7-1                                                  alpm                            
multidict                                                                            6.7.1                                                    python                          
multipasta                                                                           0.2.8                                                    npm                             
munge                                                                                0.4.7                                                    rust-crate    (+1 duplicate)    
mute-stream                                                                          0.0.8                                                    npm                             
mute-stream                                                                          4.0.0                                                    npm                             
my-test-package                                                                      1.0                                                      python        (+1 duplicate)    
nano                                                                                 9.1-1                                                    alpm                            
nanoid                                                                               5.1.16                                                   npm                             
napi-build-utils                                                                     1.0.2                                                    npm                             
native-is-elevated                                                                   0.9.0                                                    npm                             
native-keymap                                                                        3.3.9                                                    npm                             
ncurses                                                                              6.6-2                                                    alpm                            
negotiator                                                                           1.0.0                                                    npm           (+3 duplicates)   
nettle                                                                               4.0-1                                                    alpm                            
next-tick                                                                            1.1.0                                                    npm                             
nftables                                                                             0.1                                                      python                          
nftables                                                                             1:1.1.6-3                                                alpm                            
nginx                                                                                1.30.3-1                                                 alpm                            
nginx-mod-fancyindex                                                                 0.5.2-1                                                  alpm                            
nginx-mod-fancyindex-debug                                                           0.5.2-1                                                  alpm                            
nix                                                                                  0.30.1                                                   rust-crate    (+1 duplicate)    
nix                                                                                  0.31.3                                                   rust-crate    (+1 duplicate)    
node                                                                                 25.5.0                                                   binary                          
node-abi                                                                             3.8.0                                                    npm                             
node-addon-api                                                                       8.9.0                                                    npm                             
node-cache                                                                           5.1.2                                                    npm                             
node-domexception                                                                    1.0.0                                                    npm           (+1 duplicate)    
node-edge-tts                                                                        1.2.10                                                   npm                             
node-fetch                                                                           2.7.0                                                    npm           (+2 duplicates)   
node-fetch                                                                           3.3.2                                                    npm           (+1 duplicate)    
node-forge                                                                           1.4.0                                                    npm                             
node-gyp                                                                             13.0.1                                                   npm                             
node-gyp                                                                             13.0.1-1                                                 alpm                            
node-gyp-build                                                                       4.8.1                                                    npm                             
node-gyp-build                                                                       4.8.4                                                    npm                             
node-gyp-build-optional-packages                                                     5.2.2                                                    npm                             
node-int64                                                                           0.4.0                                                    npm                             
node-machine-id                                                                      1.1.12                                                   npm                             
node-ovsx-sign                                                                       1.2.0                                                    npm                             
node-pty                                                                             1.2.0-beta.13                                            npm                             
node-rsa                                                                             1.1.1                                                    npm                             
nodejs                                                                               26.4.0-1                                                 alpm                            
nodejs-nopt                                                                          10.0.1-1                                                 alpm                            
nom                                                                                  7.1.3                                                    rust-crate    (+1 duplicate)    
nopt                                                                                 10.0.1                                                   npm                             
normalize-line-endings                                                               0.3.0                                                    rust-crate    (+1 duplicate)    
normalize-path                                                                       3.0.0                                                    npm                             
noto-fonts                                                                           1:2026.07.01-1                                           alpm                            
noto-fonts-cjk                                                                       20240730-1                                               alpm                            
noto-fonts-emoji                                                                     1:2.051-1                                                alpm                            
npm                                                                                  1.0.1                                                    npm                             
npm                                                                                  12.0.0                                                   npm                             
npm                                                                                  12.0.0-1                                                 alpm                            
npm-audit-report                                                                     8.0.0                                                    npm                             
